Type,Literal meaning,Figurative sentence
Sarcasm,"When you're an adult, you take responsibility for your life.","If you're a grown-up, you answer for your life, okay?"
Sarcasm,Sorry to keep you waiting.,So sorry for keeping you waiting.
Sarcasm,"His amazement - really, his sheer pleasure in the unexpectedness of this visitation - stuns him.","He's so excited -- really, he just feels the sheer joy of this unexpected visit -- he's so impressed."
Sarcasm,One kiss and then nothing.,One kiss and that's that.
Sarcasm,"So as I said, it's a hell of a story.","Like I said, this is a good story."
Sarcasm,"At this moment, we are, in fact, a Star Trek landing party stranded in an alien and unforgiving environment, relying only on our wits, our fortitude and our moxie.","Right now, we are truly the away team of the ship Enterprise... stuck on an alien and merciless planet, relying solely on our brains, bravery and courage."
Sarcasm,In Bahia they would have given you a medal.,That's wonderful. in Bahia you'd get a gold medal for it.
Sarcasm,"The world is so filled with love today, no woman is safe.",The world is full of love tonight.
Sarcasm,She's all I have !,He's everything I've got!
Sarcasm,It is good for an image... of a city. you look distracted.,It's good for the image... of the city.
Sarcasm,"How does it feel, Cary, to be betrayed?","Oh, how does it feel, Cary,"
Sarcasm,"As General La Porte's aide, he's got damned high access and cover.","As General La Porte's aide, he's got access to lots of things and an excellent backup."
Sarcasm,"What, is it heavy stuff, man?","What, are those cool merchandise, buddy?"
Sarcasm,To do my job.,Got the job done.
Sarcasm,I'm anxious to get out of here.,I can't wait to get the fuck out of here.
Sarcasm,My mother's not moving in here till she fits in a jar on the mantle. how can you be so cold?,"My mother won't move in here until she fits into the urn on the shelf, How could you be cool?"
Sarcasm,It is an ideal that cannot be destroyed.,It's a beautiful thought that never goes away.
Sarcasm,"There's something special that ties the chip to the body, but if we can't figure out how to replicate it, the entire contract is in jeopardy.","There's something unique About the bonding of this chip and body, And if we don't figure out how to replicate it,"
Sarcasm,"You look smashing, Admiral.","You look tremendous, Admiral."
Sarcasm,She was rather impressed.,That had really impressed her.
Sarcasm,I would like to get involved with its operation somehow.,I'd love to be involved in some way.
Sarcasm,"In fact, this is a big promotion.",It's actually a pretty big promotion.
Sarcasm,Were you there when they found his car in the river?No.,"Amazing guy, you were there when his car was found in the river?"
Sarcasm,It's an awfully catchy melody.,It's a very catchy tune.
Sarcasm,Is there something wrong with that?,Is that so wicked?
Sarcasm,"I don't believe it, you're like the sorcerer.",I can believe it. You're a magician.
Sarcasm,Then why are you always up so early?,"Well, then, how come you're always awake so early?"
Sarcasm,"Well, you can never dislike Christmas.","Yeah, you can never go wrong with Christmas."
Sarcasm,Our girlfriend Moonlight knows about cars.,Our girl Moonlight's pretty good with cars.
Sarcasm,They think they're something more because they've been picked.,They feel so special because they've been chosen.
Sarcasm,"Yeah, I don't really care, just as long as Eli says we're good to go.","Yeah, I'm totally fine with that as long as Eli says we can do it."
Sarcasm,"She hurled one in return, and the angry breach was complete.","Becky threw a backhand at his head, and the angry dissension was perfect."
Sarcasm,"That was a good share, Joy, and I think John... the problem is","That was a great message,Joy,and I think John..."
Sarcasm,I cannot believe you talked me into this.,"It's very convincing, I can't believe you talked me into this."
Sarcasm,And I couldn't be prouder to be a part of this.,I'm incredibly proud to be part of all this.
Sarcasm,I know. It's okay.,"I know, I know, that's good."
Sarcasm,I'm going to miss you terribly.,I'll miss you like crazy.
Sarcasm,That's my mother's overblown romantic imagination coming out in me.,I guess my mother's romantic soul is waking up in me.
Sarcasm,I cannot tell you how pleased I was by what you said.,I can't even tell you how... I'm so touched by what you said.
Sarcasm,Looks to be a long afternoon with Sega.,"Yep, looks like a long afternoon of Sega."
Sarcasm,I heard about it in the North Pole.,"This party is so awesome, I heard about it at the North Pole."
Sarcasm,I would like to get the hell out of this town.,I'd love to get out of the city.
Sarcasm,This is what I want to talk about.,"Yes, that's exactly what I wanted to talk about."
Sarcasm,I cannot believe my little girl went out on a real date tonight.,I can't believe my baby girl had her first date tonight.
Sarcasm,"I'mo very, very sorry about canceling the sleepover.","I'm so, so sorry for cancelling our sleepover."
Sarcasm,There can be no place like this on earth.,It's definitely the most beautiful place in the world.
Sarcasm,But you're on your way.,"You're on a good track, though."
Sarcasm,Yet he was horribly clever.,But very clever all the same.
Sarcasm,"Respect the tape, please.",Please respect the exclusion zone. Thank you.
Sarcasm,"Mr. Spock, I must commend both your work and you.","Mr. Spock, my compliments to your repair work and yourself."
Sarcasm,I liked him because of his brain.,loved him for his brains.
Sarcasm,"When Dustin Hoffman tried to stop Billy getting back with Meryl Streep, his attorney told him it'd take him $15,000... for him if he wins.","Oh, oh, oh. When Dustin Hoffman... was trying to keep Billy from going back to Meryl Streep... his lawyer told him that it would cost him $15,000... and that's if we win. $15,000!"
Sarcasm,"But it's a bad idea. . . . .no, it's a great idea.","No, that's a great idea."
Sarcasm,"Which was all well and good, except, as Howe saw it, if the Sammies ever got their act together and managed to drop a few on the hangar, there'd be hell to pay.","That would have been great, except, as Howe had seen it, that Sams had always attacked in mass, directing some rounds of salvos to hell's hangar."
Sarcasm,"You're somehow strange, Naydyonov.","You are somehow very special, Naydenov."
Sarcasm,Things have been better.,"Well, things could be better."
Sarcasm,So every community has its rituals.,"Surprise! So, every community has their own rituals."
Sarcasm,The effect had invariably been electrifying.,The effect of the words was always stunning.
Sarcasm,"You only love me, when there's a table between us.",You love me when a desk is between me and you in a restaurant.
Sarcasm,It moved me terribly.,I was just so moved.
Sarcasm,Did I tell you that I love you terribly?,Have I told you how much I love you all?
Sarcasm,Older peoplejust love surprises!,Elderly people love surprises!
Sarcasm,I can not believe I got you in my arms.,I can't believe I'm really hugging you.
Sarcasm,Seemed pretty tacky to have sex for the first time in your other boyfriend's bed.,Having sex for the first time in your other boy's bed is very cheesy.
Sarcasm,I just want you to know that I've rather talked to you than anybody in my life.,I enjoyed talking to you more than maybe anyone in my entire life.
Sarcasm,1994 was a big year for Mother.,1994 has been a great year for my mother.
Sarcasm,Horrific curse by breathtaking blessing.,"Against a frightening curse, breathtaking blessings."
Sarcasm,"It was this fanaticism about some doctrine's trivialities that would be almost comical were it not taking place just now, in battle thousands of kilometres above their heads.","This particular frenzy over minor points of doctrine would be almost funny if the battle weren't going on right now, a few thousand kilometers overhead."
Sarcasm,Sometimes a night's sleep and the next morning they wake up.,"Sometimes a real night is enough, and the following morning, they're lush."
Sarcasm,It does well for the complexion.,It's the best thing for the skin.
Sarcasm,"And now, good friends, grant me one poor request.","And now, my good friends, just a little, one request, please fulfill."
Sarcasm,That's all you ever want.,It's everything you've ever wanted.
Sarcasm,That dog is fast as hell.,That dog is so fast.
Sarcasm,I love him more than you do.,I love it better than you. I love it.
Sarcasm,I felt like I could use just a few more minutes.,"Well, I had a feeling that a few more minutes might be quite useful for me."
Sarcasm,She likes to torture me.,"Oh, she likes it when she can torture me."
Sarcasm,Hank is my best friend.,Hank is the best friend I ever had.
Sarcasm,You don't know how I like to come here?,Don't you knowl love coming here?
Sarcasm,I suppose all this sounds very old-fashioned to you.,"Now, I suppose that all sounds very corny to you."
Sarcasm,And I've ruined the surprise!,Oh! And I spoiled your surprise!
Sarcasm,Marianne used to love her little girl.,How Marianne loved her little baby girl!
Sarcasm,It's fear to fight the one of them that keeps everything calm.,It's sort of like the fear of having to fight one of them is what keeps everything cool.
Sarcasm,"From the records, it appears she was a model agent.",Like an exemplary agent.
Sarcasm,I do know it is here that I have known my first untroubled sleep in many years.,"Here's the place, my first carefree sleep in so many years."
Sarcasm,"He works for a long time, so there's no time for garden activities, and taking out trash cans, and that's... He's supposedto be doing that at night.","He works so many hours, he doesn't have time to get to the yard work and the trash cans, so... he has to do it at night. Uh-huh."
Sarcasm,"We'll take care of them, Jack.","We'll look after them, Jack.Thank you."
Sarcasm,I wish someone had told me that there would be tennis being played!,I would appreciate it if someone would finally tell me when the tennis is going to play!
Sarcasm,"In fact, we can quite easily conceive things that do not exist.",Because things that don't exist are pretty good to think about.
Sarcasm,That is really something else.,"Well, that's really something."
Sarcasm,I'll get a fingerprint check on Ross.,"I'll have Ross' fingerprints taken, huh?"
Sarcasm,I rather like being shown how to do new things.,I'm quite fond of new things being shown to me.
Sarcasm,"Okay, I'll go home.","Okay, but I'm going home - Happy trip"
Sarcasm,It was a release.,It was a relaxing laugh.
Sarcasm,"And she didn't sleep with you for fun, Lloyd.",And sleeping with you. Lloyd. For fun.
Sarcasm,"Abstain, very well, Miss Blake, very well.","Cold turkey, very good, Ms. Blake, very good."
Sarcasm,"Jeez, I thought you were dead!","Wow, I thought yöu were dead!"
Sarcasm,Tonight meant a lot to Jett.,Today meant a great deal for Jett.
Sarcasm,"She's no lady! Tromping through the hills with you all day, digging up those soil samples you insist on collecting.","Nice lady! spends days traipsing with you on hills, excavating soil samples that you so intently gather."
Sarcasm,I want to feel young!,Make me feel young again!
Sarcasm,And to the rest of us death will be deliverance. I know.,"For the rest of us, death Will be a relief--"
Sarcasm,You were right to send for us.,Good thing you sent for us.
Sarcasm,I feel the same way.,It feels the same way. That's good.
Sarcasm,I don't know if Ethan's able to be a friend and should be focused on school instead.,"I'm not sure Ethan is capable of being a friend, and he should be focusing on his classes as well. He's really cute."
Sarcasm,We don't realise what joy it is to get old with somebody who won't drive you to murder or humiliate you irreparably.,We don't realize what a privilege it is to grow old with someone... ...someone who doesn't drive you to commit murder. Or doesn't humiliate you beyond repair. It's sweet.
Sarcasm,He's stolen a lot of things.,"He stole many things, this is something special."
Sarcasm,Why have they waited so long for the bastard's blessing?,"Why wait so long to bless this bastard,eh?"
Sarcasm,The vote ratio now equals six to six.,"The vote is now six to six. Yeah, right."
Sarcasm,I came up with somepretty interesting stuff.,Well... and I've come up with some pretty interesting stuff.
Sarcasm,She would have liked to have been here!,She'd love to be here!
Sarcasm,I wished it very much for them.,I was so happy for them.
Sarcasm,"The knowledge contained in that book can make us so wealthy, we don't even dream of it.",The knowledge contained in this book could make us both rich beyond our wildest dreams.
Sarcasm,The school nurse spent an entire afternoon... reconstructing his face.,The school nurse did a wonderful job... reconstructing his little face after the fight.
Sarcasm,"Oh, great. I specifically asked not to be seated next to a baby.","Well, that's great, as long as I was asking 'em not to sit me next to the baby."
Sarcasm,"Is she not gorgeous, Stan?","Isn't she amazing, Stan?"
Sarcasm,I cannot believe that I let you go without them.,Can't believe I let you get away without these.
Sarcasm,Just dumb luck we didn't camp on top of it in the dark!,Good thing they didn't camp next to it that night!
Sarcasm,He was the first man among us.,He was the best of all of us.
Sarcasm,but he'll take us to Cairo.,but he will give us a lift to Cairo. >> That's good.
Sarcasm,I used to play the flute when I was little.,"Great, I played the flute when I was a little girl."
Sarcasm,I value your feelings.,I appreciate how you feel.
Sarcasm,Things got way too real.,Things were so real.
Sarcasm,Please tell me it's something.,"Please tell me that means something. Oh, yes."
Sarcasm,I am deadly serious.,I'm so totally serious.
Sarcasm,I was always in favor of the Party.,I've always been a good party man.
Sarcasm,"It is our hope that you will use your newly found financial freedom... ...to create something unflinchingly true, profoundly beautiful... ...and of unremitting value to your community and to the world.","It is a hope for us to use your freshly acquired freedom of finance to create something steadfastly pure, deeply wonderful and of lasting value for the benefit of the public and of the world."
Sarcasm,But it is still coffee.,It's still coffee. Good point.
Sarcasm,I already called. You can go.,I already called and you're good to go.
Sarcasm,"You didn't call because the ""I don't wanna throw my brother out"" business... ...was a convenient excuse to get out of the marriage.","You didn't call her, 'cause that whole ""don't want to throw his brother out on the street"" thing... was a very convenient and great excuse to get out of a wedding."
Sarcasm,"Lucius, you have been missing...","Lucius, I've missed you."
Sarcasm,It was our signature prank in the seventh grade.,That was our finest piece in seventh grade.
Sarcasm,"With much fear I waited, but when he returned all was well.","I was scared, but when he came back, everything was going great."
Sarcasm,"It's, you know, kind of hard to describe.","You know, it's hard to describe, -It's awesome."
Sarcasm,"Sophie, just look at you.","Sophie, what a sight you have here."
Sarcasm,I cannot picture how excited you must be.,I can't even imagine how excited you must be right now.
Sarcasm,I wish every moment was like this.,If only every moment would be like that.
Sarcasm,This is insane entertainment.,This is real fun.
Sarcasm,The weather was beautiful in Tojokawa that day.,A beautiful day in Toyokawa. . .
Sarcasm,I arrived just in time.,Good thing I was on time.
Sarcasm,It was a ripping adventure!,It's been a great adventure!
Sarcasm,I was justhappy I would get to see you again so soon.,I was glad to see you again this soon.
Sarcasm,But you need me to ensure that the plumber's work is done by the company Yitanes and Sons.,But you need me to insure that Yitanes and Sons do all the plumbing. Wow!
Sarcasm,"You are a grown man, Jake.","You're a man, Jake, a good man."
Sarcasm,He spends a lot of time at the marina.,"Spends a lot of time in port, great."
Sarcasm,That and a creepy shitload of missed calls from a guy named Jimmy you've been getting.,"That, plus that fuckin' pile of unreceived calls from this kid named Jimmy gets you pretty good."
Sarcasm,I'd like to return to the hotel.,I'd just love to go back to my hotel.
Sarcasm,I am already really on fire!,I'm really burning now!
Sarcasm,"Dear God, I have been working on these papers for seven hours!","Good Lord, I've been working on those paperwork for seven whole hours!"
Sarcasm,"Oh, my God, look.","Oh, my gosh, hey."
Sarcasm,"I find it hard to believe, especially with the two of you.","I can't believe you guys, Especially you two."
Sarcasm,You should be grateful for this.,"Well, I've got you to thank for this."
Sarcasm,He's the least adventurous person I know. Really?,He's the most courageless person I know.
Sarcasm,I thought the food wasn't much.,"Really, I was thinking the food was just OK."
Sarcasm,"Strange, I'm not finding any pepper spray on you.",Interesting. Can't find any pepper on you.
Sarcasm,I told her you're in the air. I don't know where you're going either.,"I told her you were mid-air, and not even I knew your destination. Well done."
Sarcasm,I still remembered it very well.,How well I remembered.
Sarcasm,Dax and I have been through a lot on Rise.,Dax and I had some great times on Risa.
Sarcasm,Organize a press conference and confess everything.,"Holding a news conference, owning up to everything."
Sarcasm,This has been accepted very positively by firms.,Received very favorably by business.
Sarcasm,I'm not very great at this one and I often think it'd be great if I didn't have to do it.,"That one doesn't really work so I often think, It would be really good if I didn't have to do that one."
Sarcasm,To judge from the noise there seemed to be an awful lot of excitement going on out there.,"If he should judge from outside noise, wonderful things must happen in the square."
Sarcasm,"You're right, Mistress Kirby.","You're absolutely right, Mrs. Kirby."
Sarcasm,"I like you, Mikayla, but I'm asking them to keep his word.","I love you, Mikayla abut I want to keep everybody to their word."
Sarcasm,You're so low-minded and reliable.,You're so down-to-earth and relatable.
Sarcasm,Your mind is extreme.,Your mind's very special.
Sarcasm,My friends call me Joe.,My friends call me joe. hey.
Sarcasm,"It has the same interface as Colorado, the same software.","Same interface as the ""Colorado,"" same software. Good."
Sarcasm,But some people like these quiet places.,But some folks love these quiet places
Sarcasm,This chair will suffice for me today.,This chair's just fine for me tonight.
Sarcasm,When you feel I have to see it.,So glad you felt I needed to see this.
Sarcasm,"Greg the rabbit, the Four Kings, and that terrible show with the marionettes.","Greg the Bunny, Four Kings, and that godawful puppet show."
Sarcasm,You're a lot bigger than me.,You're so much bigger.
Sarcasm,"A ""foolproof way"" to solve our problems overnight.",A reliable way to solve our problems from day to day.
Sarcasm,Not scratch a compressed car with a rotting corpse in it?,Don't scratch the crushed automobile which encases a rotting dead body? Good.
Sarcasm,I cannot believe we are finally at the dance.,I can't believe we're finally square dancing.
Sarcasm,We own the company now.,We have a firm now. it's a good front.
Sarcasm,I actually do trust her.,I'm really trusting her.
Sarcasm,Vanessa was definitely sleeping with the coach.,Vanessa slept with the coach. - that's great.
Sarcasm,I'm sure you're awfully looking forward to it.,You must be really excited to see him.
Sarcasm,"First and foremost, I wish to address the rumor that I like to be milked like a cow because my breasts are filled with delicious, wholesome milk.","The most important thing about the slandering that I love it when I'm milked like a cow because my boobs are full of tasty, beneficial milk."
Sarcasm,"He slouched slightly, and the smile was lazy.","He hunched slightly, his smile lazy, charming."
Sarcasm,"Today, Hercules is an awfully popular name!","Yeah! I mean, Hercules is a very popular name nowadays!"
Sarcasm,Is this not... what we came here to do?,And isn't this exactly what we came here for?
Sarcasm,"Thanks for doing this, I'm sorry.",Thank you for doing this.
Sarcasm,This Chateau LeBlanc '68 is supposed to be served slightly chilled.,And that's what the '68 Chateau le Blanc is about to serve in moderately chilled!
Sarcasm,That's where it shows.,It says so right there.
Sarcasm,"When I see the detail of the boots, I fall into ecstasy.","When I see this shot of a rider, I'm in ecstatic!"
Sarcasm,That sounds very unlikely.,"I know, it sounds absolutely incredible."
Sarcasm,"Okay, Adam, I'm the host, and I picked the book, and it's my favorite, so it's really terrible you hate it.","Well, Adam, I am the host, and I do pick the book. And this is my favourite book, so I am absolutely thrilled that you can't stand it."
Sarcasm,We are so near.,And we're so close.
Sarcasm,They're not in the club.,They're not at a club - That's right!
Sarcasm,"It was just, I could not be waiting... not even until tomorrow.",I just couldn't wait... even until tomorrow.
Sarcasm,"It is, then, possible to think a great disappointment for a baby boy who thought that in the trees there were complete puppets, talking puppets and virgins, moving jessey balls and flexible balls.","So a great deception for the little boy, who figured to himself that gourds, speaking babies, articulate punchinellos, and elastic balloons grew quite naturally on those trees."
Sarcasm,Questioning is the basis of police work.,Good interrogation is the basis of good police work.
Sarcasm,What if somebody tries to steal it?,What if they try to steal him? - good point.
Sarcasm,I value your time.,I really just appreciate your time.
Sarcasm,Amazing! The machines are quite noisy.,Amazing! The machinery is kind of loud.
Sarcasm,Travis has them assembled.,"Travis rounded them up. thank you, Sonya."
Sarcasm,"Well, sure, but... ...you're not enjoying yourself?","Well, sure, but... ...aren't you having a good time?"
Sarcasm,"As a matter offact, I think things arejust getting better.",And I actually think everything's improving.
Sarcasm,And still I dream he'll come to me,And I'm still dreaming of it coming back to me!
Sarcasm,Somebody's going to steal my shark.,This is just great. Someone steals my shark.
Sarcasm,It's been Woody's last hour.,That was definitely Woody's finest hour!
Sarcasm,Chef Ramsay is anxious to have a chat with the owners.,Chef Ramsay can't wait to talk to the owners.
Sarcasm,Pet is a very pretty girl.,"She's a lovely girl, Pet."
Sarcasm,Are these any good against tanks?,"Is that good, against the tanks?"
Sarcasm,And they cared a lot.,A lot more interesting.
Sarcasm,I seem to have arrived just in time.,"Oh, looks like I got here just in time."
Sarcasm,"It was wise, and it's forcing me to either consider it, or never sit again.","It's clever, 'cause it forces me to either deal with the file or never sit down again."
Sarcasm,This town has always been insane.,"Yeah, the town's always been crazy."
Sarcasm,"Oh, my God, Leonard!","Oh, my God, Leonard, this is unbelievable!"
Sarcasm,I will be serving you as my guests.,Gladly serve you as my guests.
Sarcasm,And that's the odd thing.,But that's what's so extraordinary.
Sarcasm,It doesn't get better than this.,There's nothing better than this.
Sarcasm,"It's beautiful, truly, and doesn't look anything like a house.","Oh, it's lovely, really and it's nothing like a house."
Sarcasm,I think that was all of it.,"Well, I guess that's it."
Sarcasm,"Finally, Butters has a friend who wants to stay the night.",It's good to see Butters finally have a friend that wants to stay over.
Sarcasm,"You know, it's completely uncommon.","You know, it's extraordinary..."
Sarcasm,"Without oxygen, the island cells would soon die.","Without their oxygen supply, the islet cells would die off. Good."
Sarcasm,I still cannot believe that I've ever helped.,"Yeah, I still can't believe I ever helped you."
Sarcasm,The biggest Devil's stunt... was to convince the world that he didn't exist.,The greatest trick the devil ever pulled was convincing the world he didn't exist.
Sarcasm,"No, that's the right thing to do.","No, but that's a good thing."
Sarcasm,I have loved you for a long time.,I've loved you for ages.
Sarcasm,I did what I could.,It's the best I could do.
Sarcasm,I was surprised how quickly they found me.,Surprised how fast they found me.
Sarcasm,"You know, you shouldn't have always been waiting for me to greet you.","You know, you don't always have to wait for me to come to you. Oh, great."
Sarcasm,I have a way with kids.,I'm brilliant with babies.
Sarcasm,Solving mysteries was part of the experience.,Solving the puzzle was half the fun.
Sarcasm,I need that one!,That's exactly what I need!
Sarcasm,"Unlike the decaying public highways, it went smoothly.",Way smoother than the crumbling public road system.
Sarcasm,I did enjoy our honeymoon.,I had a really good honeymoon.
Sarcasm,We want to thank Susan for the chocolate chip cookies.,"Thank you, Susan, for those chocolate chip cookies."
Sarcasm,"If you're here, you'll just get in more trouble trying to protect me.","I can't wait, if you're here, you're just gonna be getting into bigger trouble trying to protect me."
Sarcasm,"'Well, you know, it is contagious,' the Dean apologized.","'Well, it's catchy,' said the Dean."
Sarcasm,"You didn't fit in as easy as you think you did, lady.","Smooth as you think, lady."
Sarcasm,I am almost finished an artist.,I'm a totally finished artist.
Sarcasm,It's fine. I'll take care of it.,"It's cool, I'll handle that."
Sarcasm,I valued your counsel.,I was appreciative of your advice.
Sarcasm,"Your father dies, and you banish your own mother from her home.","Your father will die, and you'll exile his own mother from his own house... impressive."
Sarcasm,You're awfully happy to go to court with this.,You're going to love going to court.
Sarcasm,Because there is something strange about it.,'Cause there's something extraordinary about him.
Sarcasm,I'm fond of my country.,I love my country.
Sarcasm,Such apparently unlikely people do the most fantastic things.,People who don't look like it do the most fantastic things.
Sarcasm,It is an inability to notice each of these little things... ...constituting part of a united whole.,It's the inability to perceive elements as components of a whole. Thank you!
Sarcasm,"It was very nasty, but very funny.","It was really mean, but it's also fun."
Sarcasm,Of all things it is the strangest.,She's the most miraculous of everything.
Sarcasm,You are the most manipulative most petty most stubborn most....,"Oh, you're the most manipulatory, pettiest, stubbornest of the..."
Sarcasm,I will see that you are mentioned.,I'll see you're praised.
Sarcasm,They only gave it to me because I did what you told me to.,I got it just by doing what you told me to do. Why are you so good to me?
Sarcasm,It wasinteresting talking to her.,It was interesting to talk to her.
Sarcasm,This is the Navy's most deserving act since we saved Gordon Cooper from booze.,This is the greatest Navy rescue since we fished Gordon Cooper out of the drink.
Sarcasm,"Now, I would like to show you one very peculiar part of church.",Now I'd like to take y'all to see a very special part of the church.
Sarcasm,"Oh, I don't really need anything.","Oh, I'm actually good."
Sarcasm,"It was not the most fuel efficient, even when he had redesigned the engine, but what he had saved from each shuttle drop had made that saucy plane possible.","Not that its operation had been particularly economical, even when he'd rebuilt his engine, but what he'd saved every shuttle ride would make this impeccable plan work."
Sarcasm,"I cannot believe I flew 10,000 miles for this shit.",I can't believe this is why I flew thousands of miles!
Sarcasm,There was huronic laughter and moderate applause.,Simply tremendous laughter and light applause.
Sarcasm,I guess it wouldn't be bad for us.,I'm just thinking it might be the right thing to do for us.
Sarcasm,Why are you laughing ?,What are you smiling about?
Sarcasm,I guarantee that the sea will be calm.,I guarantee you the seas are going to be peaceful!
Sarcasm,I want nothing better than to prove me wrong.,I'd love nothing more than to be proven wrong.
Sarcasm,I felt the one person that could have saved my life told me that she had better things to do.,'Cause I thought I was just told by the one person who could save my life that she's got better things to do.
Sarcasm,He is good to children.,He's good to the kids.
Sarcasm,"Hey, you're not impressed that I can talk?","Hey, wait, aren't you amazed I can speak?"
Sarcasm,I've planned this wedding to the very last detail.,"I planned this wedding down to the last detail, it's the perfect wedding."
Sarcasm,"Yeah, because I am so horrible.","Yeah, 'cause I'm so terrifying."
Sarcasm,"Oh, it's not a miracle.",It's a miracle we're not dead.
Sarcasm,There's been a break in my relationship with the lndians.,There's been an exciting breakthrough with the Indians.
Sarcasm,"For 25 years, it's something unusual.",That's extraordinary at 25.
Sarcasm,I'm much more displaced.,I'm so much more relaxed.
Sarcasm,I only spend 12 hours a day with guys like him.,Just spending 12 hours in every day with people like him.
Sarcasm,It was one of the biggest robberies in the 20th century.,One of the greatest heists of the 20th century.
Sarcasm,And it is only your cut!,And that's just your share!
Sarcasm,I was luckier still.,I've been pretty lucky so far.
Sarcasm,You chose very well.,You've made an excellent choice.
Sarcasm,You saw how it backfired.,See how well that worked out for him.
Sarcasm,"My mom's nuts, and my dad didn't make it, so Emily looks after me.","My mom's crazy, and my dad couldn't handle it, so Emily takes care of me now. Wow."
Sarcasm,You know how I like to do disgusting things.,Okay. You know how I love doing disgusting stuff.
Sarcasm,It's all because of Jag and his picture.,So much for Yago and his picture.
Sarcasm,This will interest you.,You'll find this very interesting.
Sarcasm,I would like to know which manors you will be investigating.,I'd love to know which estates you're going to examine.
Sarcasm,Leave your tokens and walk away.,Leave your chips and go. Thank you.
Sarcasm,"You're smart... ...witty,and easy to talk towhen not armed.",You're smart... ...and funny and you're easyto talk to when you're unarmed.
Sarcasm,as if they had spread a long rug beneath me.,It's like a long carpet that's just laid out right beneath me.
Sarcasm,I was really hungover this morning.,I had a really nice hangover this morning.
Sarcasm,"Such a long time, 25 years.","That's a nice time, 25 years old."
Sarcasm,If this is what you want. I'm sorry.,If that's what you want
Sarcasm,"It was a fine, bonny thing.","It's been a great, good thing."
Sarcasm,That's a very ridiculous story.,"Oh, it's a really funny story."
Sarcasm,This has been a pretty busy day.,This has been quite a day for me.
Sarcasm,"Oh, God! It's behind you!","My goodness, he's behind ya!"
Sarcasm,I wouldn't mind being a donkey.,I'd love to be an ass.
Sarcasm,I've been hearing a lot about you.,I've heard so much about you.
Sarcasm,"I would love for you to accompany me, not all of you.",I'd very much appreciate it if I could go with just you and not everyone else.
Sarcasm,The body language's so incriminating.,"God, body language is so telling."
Sarcasm,You can't do something useful with your life for once?,Can't you do something worthwhile... ...for once in your life?
Sarcasm,As I am suffering you two!,Like the way I'm bearing you two!
Sarcasm,I think our programmer wouldn't mind wading around in that brain.,I think our programmer would love it if she could get a look at this brain.
Sarcasm,"It's over when you grovel, or... when both prefects crawl away.","It's over once you crawl out, or... if both punishment prefects crawl out. Good."
Sarcasm,"Dipper, this night's completely unreal.","Dipper, this night is, like, legendary."
Sarcasm,"In the showers, amongst friends, there is incredible merriment.","Incredible joy at the baths, among the friends."
Sarcasm,Mr. Rodrigo said he wanted it renovated.,Mr. Rodrigo says he wants to renovate. Can you believe it?
Sarcasm,She's angua very anxious about cleanliness.,"Very meticulous about cleanliness, Angua."
Sarcasm,"Even if X represents the whole group now, let's treat this as an element.","Now, even though x represents an entire group, let's treat it like an element and just ..."
Sarcasm,"I want to thank the special forces, especially the GIGN.","Thank you to the security forces, and specifically to the GIGN troops."
Sarcasm,That's all I got! That's all I got!,"That's it, everything I know!"
Sarcasm,"I forgive you, if it'll do you any good.","Oh, I forgive you, if that helps."
Sarcasm,"All units, stand down!","All troops, at ease!"
Sarcasm,I am looking at some real salesmen out here.,"I see some serious sellers here, good work."
Sarcasm,The boss is away.,Boss is gone. even better!
Sarcasm,I would like to accompany you.,I'd love to walk you along.
Sarcasm,"I would like to see priests getting married, hetero-and homo-sexuals alike",I'd love it if priests could marry and not just the straight ones
Sarcasm,Which is a big deal for me.,Which for me is a little miracle.
Sarcasm,"These plants are seriously odd... with twisted, sprawling branches, these are octopus trees.","These plants are really special because of their curved and spread branches, it's called an octopus tree."
Sarcasm,I only spread joy,I'm just spreading joy.
Sarcasm,I've tracked her online.,"I tracked it online, it's pretty convenient."
Sarcasm,Your smile would dissolve the radiator!,Your smile could melt a radiator!
Sarcasm,This is for 8.5.,That's definitely an 8.5.
Sarcasm,"I am trying to put this straight, we will not keep a lid on this, since I think Kurt here has asked the right questions.","I'm just trying to set it straight, put it out there, because I think our friend Kurt here has actually raised some very good questions."
Sarcasm,Appreciate what you did.,I appreciate what you did.
Sarcasm,Damndest thing I ever saw.,The most darned thing I've ever seen.
Sarcasm,"Oh, no, no, don't be modest.","Don't be modest, it's brilliant."
Sarcasm,"What a rush, knowing you're the last person she'll see before she dies.",It must be a wonderful feel-- Knowin' that you're the last one he sees before he dies. Close.
Sarcasm,I told you to call me if you go out!,Told you to call me when you went anywhere!
Sarcasm,I switched firmware to customize I.F. Output.,Okay. Changed the firmware to adjust the IF output. Yep.
Sarcasm,Your donor resume is a joke.,Your donor résumé's funny.
Sarcasm,"Well, look, I apologize, but this is a group effort.","Look,I'm so sorry,but this is the whole group's effort. thank you."
Sarcasm,"Yes, you're right. This is much less invasive.","You're right, this is much better."
Sarcasm,Lisbeth Salander is her name.,Her name is Lisbeth Salander. 0
Sarcasm,"He was pleased to have managed to hold onto everything important, when the window at the spaceport broke.",He was just glad that he had been able to hang on to everything that counted when the window blew out at the spaceport.
Sarcasm,Your Chinese was much better than I expected.,Your Mandarin was much better than I expected. - Thank you.
